ano_mes,segmento,modalidade_credito,saldo,taxa_juros_aa,spread_pp
2014-06,PF,Aquisição de veículos,186543.0,23.02,
2014-06,PF,Cartão de crédito rotativo,29475.0,286.08,
2014-06,PF,Cartão de crédito parcelado,11956.0,106.09,
2014-06,PF,Desconto de cheques,1599.0,49.42,
2014-06,PF,Crédito rural,133552.0,5.05,
2014-06,PF,Financiamento imobiliário,386395.0,9.23,
2014-06,PF,Microcrédito,5434.0,15.14,
2014-06,PJ,Total,1500565.0,16.37,8.15
2014-06,PJ,Desconto de duplicatas e recebíveis,40765.0,27.45,
2014-06,PJ,Capital de giro,364116.0,21.29,
2014-06,PJ,Conta garantida,45696.0,40.8,
2014-06,PJ,Cheque especial,15489.0,168.7,
2014-06,PJ,Aquisição de veículos,19106.0,19.15,
2014-06,PJ,Vendor,5617.0,16.3,
2014-06,PJ,Compror,16000.0,18.26,
2014-06,PJ,Cartão de crédito rotativo,1690.0,212.6,
2014-06,PJ,Cartão de crédito parcelado,1496.0,20.73,
2014-06,PJ,Adiantamento sobre contratos de câmbio (ACC),51259.0,3.25,
2014-06,PJ,Financiamento a importações,4758.0,13.12,
2014-06,PJ,Financiamento a exportações,88825.0,13.25,
2014-06,PJ,Repasse externo,24606.0,14.63,
2014-06,PJ,Crédito rural,73905.0,7.6,
2014-06,PJ,Financiamento imobiliário,60775.0,11.19,
2014-06,PJ,Financiamento com recursos do BNDES,534276.0,7.05,
2014-07,Total,Total,2830870.0,23.7,15.3
2014-07,PF,Total,1332357.0,30.66,21.98
2014-07,PF,Cheque especial,26794.0,152.44,
2014-07,PF,Crédito pessoal não consignado,102401.0,101.29,
2014-07,PF,Crédito pessoal consignado,237116.0,25.92,
2014-07,PF,Aquisição de veículos,185282.0,23.14,
2014-07,PF,Cartão de crédito rotativo,28575.0,285.81,
2014-07,PF,Cartão de crédito parcelado,12100.0,105.56,
2014-07,PF,Desconto de cheques,1557.0,51.0,
2014-07,PF,Crédito rural,131895.0,5.63,
2014-07,PF,Financiamento imobiliário,395295.0,9.7,
2014-07,PF,Microcrédito,5489.0,14.74,
2014-07,PJ,Total,1498512.0,16.66,8.56
2014-07,PJ,Desconto de duplicatas e recebíveis,36759.0,29.3,
2014-07,PJ,Capital de giro,364819.0,22.03,
2014-07,PJ,Conta garantida,44290.0,40.79,
2014-07,PJ,Cheque especial,14694.0,167.79,
2014-07,PJ,Aquisição de veículos,18861.0,19.88,
2014-07,PJ,Vendor,5320.0,17.27,
2014-07,PJ,Compror,14313.0,18.0,
2014-07,PJ,Cartão de crédito rotativo,1629.0,210.66,
2014-07,PJ,Cartão de crédito parcelado,1109.0,27.95,
2014-07,PJ,Adiantamento sobre contratos de câmbio (ACC),52257.0,2.79,
2014-07,PJ,Financiamento a importações,5025.0,13.52,
2014-07,PJ,Financiamento a exportações,87419.0,13.8,
2014-07,PJ,Repasse externo,26283.0,11.33,
2014-07,PJ,Crédito rural,74393.0,8.28,
2014-07,PJ,Financiamento imobiliário,61605.0,11.27,
2014-07,PJ,Financiamento com recursos do BNDES,540550.0,7.25,
2014-08,Total,Total,2857749.0,23.61,15.18
2014-08,PF,Total,1347426.0,30.67,21.98
2014-08,PF,Cheque especial,26542.0,153.24,
2014-08,PF,Crédito pessoal não consignado,103032.0,100.17,
2014-08,PF,Crédito pessoal consignado,239480.0,25.91,
2014-08,PF,Aquisição de veículos,184581.0,23.23,
2014-08,PF,Cartão de crédito rotativo,28660.0,293.26,
2014-08,PF,Cartão de crédito parcelado,12243.0,106.68,
2014-08,PF,Desconto de cheques,1573.0,51.14,
2014-08,PF,Crédito rural,135209.0,5.62,
2014-08,PF,Financiamento imobiliário,403780.0,9.59,
2014-08,PF,Microcrédito,5586.0,13.51,
2014-08,PJ,Total,1510323.0,16.43,8.27
2014-08,PJ,Desconto de duplicatas e recebíveis,37297.0,29.29,
2014-08,PJ,Capital de giro,366297.0,21.62,
2014-08,PJ,Conta garantida,45262.0,40.82,
2014-08,PJ,Cheque especial,14603.0,166.77,
2014-08,PJ,Aquisição de veículos,18875.0,19.31,
2014-08,PJ,Vendor,5142.0,16.82,
2014-08,PJ,Compror,14525.0,18.17,
2014-08,PJ,Cartão de crédito rotativo,1640.0,210.93,
2014-08,PJ,Cartão de crédito parcelado,1213.0,22.57,
2014-08,PJ,Adiantamento sobre contratos de câmbio (ACC),52156.0,2.71,
2014-08,PJ,Financiamento a importações,4863.0,13.7,
2014-08,PJ,Financiamento a exportações,87741.0,13.92,
2014-08,PJ,Repasse externo,25832.0,14.58,
2014-08,PJ,Crédito rural,74645.0,8.1,
2014-08,PJ,Financiamento imobiliário,62635.0,10.89,
2014-08,PJ,Financiamento com recursos do BNDES,546221.0,7.25,
2014-09,Total,Total,2896550.0,23.26,14.84
2014-09,PF,Total,1360278.0,29.95,21.31
2014-09,PF,Cheque especial,27038.0,159.8,
2014-09,PF,Crédito pessoal não consignado,103502.0,96.18,
2014-09,PF,Crédito pessoal consignado,240893.0,25.96,
2014-09,PF,Aquisição de veículos,183918.0,22.78,
2014-09,PF,Cartão de crédito rotativo,29244.0,284.51,
2014-09,PF,Cartão de crédito parcelado,12137.0,107.57,
2014-09,PF,Desconto de cheques,1544.0,50.41,
2014-09,PF,Crédito rural,138186.0,5.41,
2014-09,PF,Financiamento imobiliário,410128.0,9.45,
2014-09,PF,Microcrédito,5438.0,13.57,
2014-09,PJ,Total,1536273.0,16.46,8.26
2014-09,PJ,Desconto de duplicatas e recebíveis,40635.0,27.55,
2014-09,PJ,Capital de giro,365719.0,21.63,
2014-09,PJ,Conta garantida,44639.0,41.04,
2014-09,PJ,Cheque especial,14451.0,174.82,
2014-09,PJ,Aquisição de veículos,18814.0,19.74,
2014-09,PJ,Vendor,5646.0,16.14,
2014-09,PJ,Compror,14984.0,17.73,
2014-09,PJ,Cartão de crédito rotativo,1676.0,210.01,
2014-09,PJ,Cartão de crédito parcelado,1166.0,25.45,
2014-09,PJ,Adiantamento sobre contratos de câmbio (ACC),49890.0,2.87,
2014-09,PJ,Financiamento a importações,5259.0,15.64,
2014-09,PJ,Financiamento a exportações,88875.0,13.82,
2014-09,PJ,Repasse externo,28236.0,12.04,
2014-09,PJ,Crédito rural,75586.0,7.84,
2014-09,PJ,Financiamento imobiliário,63262.0,11.16,
2014-09,PJ,Financiamento com recursos do BNDES,558897.0,7.56,
2014-10,Total,Total,2919585.0,23.79,15.18
2014-10,PF,Total,1377654.0,30.75,21.95
2014-10,PF,Cheque especial,26870.0,163.17,
2014-10,PF,Crédito pessoal não consignado,103876.0,103.4,
2014-10,PF,Crédito pessoal consignado,245380.0,25.58,
2014-10,PF,Aquisição de veículos,183601.0,23.04,
2014-10,PF,Cartão de crédito rotativo,29458.0,300.66,
2014-10,PF,Cartão de crédito parcelado,11881.0,106.85,
2014-10,PF,Desconto de cheques,1528.0,50.86,
2014-10,PF,Crédito rural,139825.0,5.41,
2014-10,PF,Financiamento imobiliário,419472.0,9.45,
2014-10,PF,Microcrédito,5399.0,13.68,
2014-10,PJ,Total,1541931.0,16.67,8.26
2014-10,PJ,Desconto de duplicatas e recebíveis,39052.0,28.75,
2014-10,PJ,Capital de giro,366855.0,22.09,
2014-10,PJ,Conta garantida,44204.0,40.96,
2014-10,PJ,Cheque especial,14034.0,179.36,
2014-10,PJ,Aquisição de veículos,19062.0,19.35,
2014-10,PJ,Vendor,6230.0,16.14,
2014-10,PJ,Compror,15204.0,18.13,
2014-10,PJ,Cartão de crédito rotativo,1682.0,214.59,
2014-10,PJ,Cartão de crédito parcelado,506.0,33.74,
2014-10,PJ,Adiantamento sobre contratos de câmbio (ACC),51916.0,2.54,
2014-10,PJ,Financiamento a importações,5199.0,13.87,
2014-10,PJ,Financiamento a exportações,88583.0,14.68,
2014-10,PJ,Repasse externo,27464.0,15.6,
2014-10,PJ,Crédito rural,73840.0,7.87,
2014-10,PJ,Financiamento imobiliário,64393.0,11.08,
2014-10,PJ,Financiamento com recursos do BNDES,566061.0,7.13,
2014-11,Total,Total,2956788.0,23.87,15.14
2014-11,PF,Total,1389826.0,30.87,21.97
2014-11,PF,Cheque especial,25877.0,166.31,
2014-11,PF,Crédito pessoal não consignado,103660.0,103.58,
2014-11,PF,Crédito pessoal consignado,247231.0,25.8,
2014-11,PF,Aquisição de veículos,183564.0,22.67,
2014-11,PF,Cartão de crédito rotativo,29662.0,312.83,
2014-11,PF,Cartão de crédito parcelado,11798.0,106.99,
2014-11,PF,Desconto de cheques,1554.0,51.26,
2014-11,PF,Crédito rural,142221.0,5.32,
2014-11,PF,Financiamento imobiliário,427842.0,9.27,
2014-11,PF,Microcrédito,5458.0,14.45,
2014-11,PJ,Total,1566963.0,16.66,8.11
2014-11,PJ,Desconto de duplicatas e recebíveis,41300.0,28.66,
2014-11,PJ,Capital de giro,371636.0,22.37,
2014-11,PJ,Conta garantida,45392.0,40.53,
2014-11,PJ,Cheque especial,14578.0,181.61,
2014-11,PJ,Aquisição de veículos,18832.0,20.12,
2014-11,PJ,Vendor,6601.0,16.52,
2014-11,PJ,Compror,16057.0,18.7,
2014-11,PJ,Cartão de crédito rotativo,1769.0,213.07,
2014-11,PJ,Cartão de crédito parcelado,534.0,31.99,
2014-11,PJ,Adiantamento sobre contratos de câmbio (ACC),52142.0,2.91,
2014-11,PJ,Financiamento a importações,5480.0,15.19,
2014-11,PJ,Financiamento a exportações,87275.0,14.02,
2014-11,PJ,Repasse externo,28618.0,14.11,
2014-11,PJ,Crédito rural,73683.0,7.74,
2014-11,PJ,Financiamento imobiliário,65144.0,10.77,
2014-11,PJ,Financiamento com recursos do BNDES,574272.0,7.24,
2014-12,Total,Total,3017614.0,23.39,14.64
2014-12,PF,Total,1415242.0,30.02,21.18
2014-12,PF,Cheque especial,24578.0,174.61,
2014-12,PF,Crédito pessoal não consignado,102599.0,101.94,
2014-12,PF,Crédito pessoal consignado,249435.0,25.98,
2014-12,PF,Aquisição de veículos,184141.0,22.34,
2014-12,PF,Cartão de crédito rotativo,28510.0,320.55,
2014-12,PF,Cartão de crédito parcelado,11782.0,104.11,
2014-12,PF,Desconto de cheques,1498.0,54.28,
2014-12,PF,Crédito rural,146147.0,5.54,
2014-12,PF,Financiamento imobiliário,437006.0,8.96,
2014-12,PF,Microcrédito,5569.0,12.0,
2014-12,PJ,Total,1602371.0,16.6,7.95
2014-12,PJ,Desconto de duplicatas e recebíveis,48917.0,28.54,
2014-12,PJ,Capital de giro,375976.0,22.02,
2014-12,PJ,Conta garantida,44056.0,40.85,
2014-12,PJ,Cheque especial,13643.0,189.34,
2014-12,PJ,Aquisição de veículos,18784.0,19.56,
2014-12,PJ,Vendor,7208.0,16.43,
2014-12,PJ,Compror,16649.0,18.12,
2014-12,PJ,Cartão de crédito rotativo,1774.0,210.81,
2014-12,PJ,Cartão de crédito parcelado,1081.0,25.88,
2014-12,PJ,Adiantamento sobre contratos de câmbio (ACC),52540.0,2.65,
2014-12,PJ,Financiamento a importações,5684.0,14.9,
2014-12,PJ,Financiamento a exportações,86559.0,14.4,
2014-12,PJ,Repasse externo,29204.0,14.1,
2014-12,PJ,Crédito rural,74128.0,7.77,
2014-12,PJ,Financiamento imobiliário,66200.0,10.65,
2014-12,PJ,Financiamento com recursos do BNDES,595221.0,7.18,
2015-01,Total,Total,3021728.0,24.6,15.7
2015-01,PF,Total,1429389.0,31.39,22.42
2015-01,PF,Cheque especial,26535.0,181.34,
2015-01,PF,Crédito pessoal não consignado,103564.0,107.47,
2015-01,PF,Crédito pessoal consignado,251451.0,26.52,
2015-01,PF,Aquisição de veículos,183827.0,23.84,
2015-01,PF,Cartão de crédito rotativo,29636.0,326.74,
2015-01,PF,Cartão de crédito parcelado,11926.0,106.34,
2015-01,PF,Desconto de cheques,1502.0,54.7,
2015-01,PF,Crédito rural,146164.0,5.34,
2015-01,PF,Financiamento imobiliário,445173.0,9.37,
2015-01,PF,Microcrédito,5481.0,17.4,
2015-01,PJ,Total,1592340.0,17.54,8.71
2015-01,PJ,Desconto de duplicatas e recebíveis,39233.0,30.69,
2015-01,PJ,Capital de giro,375348.0,23.0,
2015-01,PJ,Conta garantida,44017.0,43.08,
2015-01,PJ,Cheque especial,15125.0,197.96,
2015-01,PJ,Aquisição de veículos,18534.0,20.55,
2015-01,PJ,Vendor,6668.0,16.56,
2015-01,PJ,Compror,14039.0,18.9,
2015-01,PJ,Cartão de crédito rotativo,1857.0,207.81,
2015-01,PJ,Cartão de crédito parcelado,508.0,35.46,
2015-01,PJ,Adiantamento sobre contratos de câmbio (ACC),55473.0,2.08,
2015-01,PJ,Financiamento a importações,5631.0,13.07,
2015-01,PJ,Financiamento a exportações,87350.0,14.46,
2015-01,PJ,Repasse externo,29185.0,14.67,
2015-01,PJ,Crédito rural,73562.0,8.65,
2015-01,PJ,Financiamento imobiliário,66357.0,10.97,
2015-01,PJ,Financiamento com recursos do BNDES,594522.0,8.13,
2015-02,Total,Total,3033738.0,25.32,16.28
2015-02,PF,Total,1433032.0,32.23,23.23
2015-02,PF,Cheque especial,26849.0,185.97,
2015-02,PF,Crédito pessoal não consignado,104265.0,108.06,
2015-02,PF,Crédito pessoal consignado,254138.0,26.89,
2015-02,PF,Aquisição de veículos,181852.0,24.76,
2015-02,PF,Cartão de crédito rotativo,31717.0,333.69,
2015-02,PF,Cartão de crédito parcelado,12099.0,112.07,
2015-02,PF,Desconto de cheques,1490.0,57.67,
2015-02,PF,Crédito rural,146897.0,5.37,
2015-02,PF,Financiamento imobiliário,450448.0,8.83,
2015-02,PF,Microcrédito,5345.0,18.81,
2015-02,PJ,Total,1600706.0,18.13,9.05
2015-02,PJ,Desconto de duplicatas e recebíveis,38764.0,31.93,
2015-02,PJ,Capital de giro,373640.0,23.66,
2015-02,PJ,Conta garantida,45202.0,43.35,
2015-02,PJ,Cheque especial,15787.0,201.16,
2015-02,PJ,Aquisição de veículos,18272.0,21.03,
2015-02,PJ,Vendor,6295.0,16.88,
2015-02,PJ,Compror,14353.0,20.37,
2015-02,PJ,Cartão de crédito rotativo,2002.0,204.98,
2015-02,PJ,Cartão de crédito parcelado,736.0,27.02,
2015-02,PJ,Adiantamento sobre contratos de câmbio (ACC),55377.0,2.76,
2015-02,PJ,Financiamento a importações,6186.0,16.24,
2015-02,PJ,Financiamento a exportações,88549.0,14.54,
2015-02,PJ,Repasse externo,31404.0,16.63,
2015-02,PJ,Crédito rural,71859.0,8.57,
2015-02,PJ,Financiamento imobiliário,67318.0,10.17,
2015-02,PJ,Financiamento com recursos do BNDES,599281.0,8.54,
2015-03,Total,Total,3070866.0,25.51,16.03
2015-03,PF,Total,1444396.0,32.51,22.91
2015-03,PF,Cheque especial,27284.0,191.29,
2015-03,PF,Crédito pessoal não consignado,105072.0,104.56,
2015-03,PF,Crédito pessoal consignado,257109.0,26.91,
2015-03,PF,Aquisição de veículos,179642.0,24.67,
2015-03,PF,Cartão de crédito rotativo,30646.0,335.58,
2015-03,PF,Cartão de crédito parcelado,12315.0,111.48,
2015-03,PF,Desconto de cheques,1432.0,59.77,
2015-03,PF,Crédito rural,147550.0,5.46,
2015-03,PF,Financiamento imobiliário,457699.0,9.85,
2015-03,PF,Microcrédito,5153.0,22.24,
2015-03,PJ,Total,1626469.0,18.2,8.85
2015-03,PJ,Desconto de duplicatas e recebíveis,42620.0,30.69,
2015-03,PJ,Capital de giro,370713.0,23.8,
2015-03,PJ,Conta garantida,44863.0,46.4,
2015-03,PJ,Cheque especial,15512.0,203.88,
2015-03,PJ,Aquisição de veículos,18038.0,20.85,
2015-03,PJ,Vendor,6222.0,17.1,
2015-03,PJ,Compror,14699.0,20.19,
2015-03,PJ,Cartão de crédito rotativo,1923.0,211.57,
2015-03,PJ,Cartão de crédito parcelado,1362.0,30.15,
2015-03,PJ,Adiantamento sobre contratos de câmbio (ACC),55368.0,2.78,
2015-03,PJ,Financiamento a importações,6658.0,15.69,
2015-03,PJ,Financiamento a exportações,89763.0,15.68,
2015-03,PJ,Repasse externo,35683.0,14.32,
2015-03,PJ,Crédito rural,71493.0,7.99,
2015-03,PJ,Financiamento imobiliário,67577.0,11.37,
2015-03,PJ,Financiamento com recursos do BNDES,612457.0,8.04,
2015-04,Total,Total,3070369.0,26.13,16.75
2015-04,PF,Total,1451934.0,33.25,23.86
2015-04,PF,Cheque especial,27528.0,196.5,
2015-04,PF,Crédito pessoal não consignado,106123.0,113.11,
2015-04,PF,Crédito pessoal consignado,259314.0,27.07,
2015-04,PF,Aquisição de veículos,177576.0,24.55,
2015-04,PF,Cartão de crédito rotativo,31593.0,335.99,
2015-04,PF,Cartão de crédito parcelado,12417.0,114.52,
2015-04,PF,Desconto de cheques,1420.0,59.77,
2015-04,PF,Crédito rural,147644.0,5.73,
2015-04,PF,Financiamento imobiliário,465745.0,9.77,
2015-04,PF,Microcrédito,4977.0,22.53,
2015-04,PJ,Total,1618435.0,18.64,9.27
2015-04,PJ,Desconto de duplicatas e recebíveis,39549.0,32.49,
2015-04,PJ,Capital de giro,370928.0,23.93,
2015-04,PJ,Conta garantida,46217.0,45.89,
2015-04,PJ,Cheque especial,16154.0,207.01,
2015-04,PJ,Aquisição de veículos,17897.0,21.01,
2015-04,PJ,Vendor,5920.0,17.95,
2015-04,PJ,Compror,14145.0,21.38,
2015-04,PJ,Cartão de crédito rotativo,1977.0,214.38,
2015-04,PJ,Cartão de crédito parcelado,667.0,35.63,
2015-04,PJ,Adiantamento sobre contratos de câmbio (ACC),60216.0,2.57,
2015-04,PJ,Financiamento a importações,5933.0,10.74,
2015-04,PJ,Financiamento a exportações,88636.0,15.92,
2015-04,PJ,Repasse externo,32955.0,14.92,
2015-04,PJ,Crédito rural,74676.0,8.34,
2015-04,PJ,Financiamento imobiliário,68016.0,11.09,
2015-04,PJ,Financiamento com recursos do BNDES,605423.0,8.76,
2015-05,Total,Total,3091432.0,26.74,17.06
2015-05,PF,Total,1460513.0,34.19,24.43
2015-05,PF,Cheque especial,27083.0,202.34,
2015-05,PF,Crédito pessoal não consignado,106832.0,112.01,
2015-05,PF,Crédito pessoal consignado,261364.0,27.36,
2015-05,PF,Aquisição de veículos,175475.0,24.81,
2015-05,PF,Cartão de crédito rotativo,32345.0,355.11,
2015-05,PF,Cartão de crédito parcelado,12376.0,115.85,
2015-05,PF,Desconto de cheques,1448.0,58.69,
2015-05,PF,Crédito rural,148362.0,5.96,
2015-05,PF,Financiamento imobiliário,470953.0,10.14,
2015-05,PF,Microcrédito,4927.0,21.98,
2015-05,PJ,Total,1630919.0,18.85,9.26
2015-05,PJ,Desconto de duplicatas e recebíveis,40392.0,31.97,
2015-05,PJ,Capital de giro,371777.0,24.09,
2015-05,PJ,Conta garantida,45089.0,45.64,
2015-05,PJ,Cheque especial,15900.0,210.96,
2015-05,PJ,Aquisição de veículos,17713.0,21.5,
2015-05,PJ,Vendor,5401.0,18.47,
2015-05,PJ,Compror,13866.0,21.41,
2015-05,PJ,Cartão de crédito rotativo,2077.0,221.53,
2015-05,PJ,Cartão de crédito parcelado,592.0,34.38,
2015-05,PJ,Adiantamento sobre contratos de câmbio (ACC),62562.0,2.5,
2015-05,PJ,Financiamento a importações,6092.0,18.09,
2015-05,PJ,Financiamento a exportações,88431.0,15.71,
2015-05,PJ,Repasse externo,34682.0,16.19,
2015-05,PJ,Crédito rural,73190.0,8.44,
2015-05,PJ,Financiamento imobiliário,68019.0,11.79,
2015-05,PJ,Financiamento com recursos do BNDES,611299.0,8.9,
2015-06,Total,Total,3108995.0,27.25,17.44
2015-06,PF,Total,1468594.0,34.88,24.94
2015-06,PF,Cheque especial,27683.0,209.69,
2015-06,PF,Crédito pessoal não consignado,107274.0,112.56,
2015-06,PF,Crédito pessoal consignado,263868.0,27.41,
2015-06,PF,Aquisição de veículos,172941.0,24.71,
2015-06,PF,Cartão de crédito rotativo,31949.0,376.25,
2015-06,PF,Cartão de crédito parcelado,12719.0,119.6,
2015-06,PF,Desconto de cheques,1440.0,56.87,
2015-06,PF,Crédito rural,148630.0,5.87,
2015-06,PF,Financiamento imobiliário,476358.0,10.46,
2015-06,PF,Microcrédito,4899.0,23.81,
2015-06,PJ,Total,1640401.0,19.19,9.52
2015-06,PJ,Desconto de duplicatas e recebíveis,45808.0,31.96,
2015-06,PJ,Capital de giro,370716.0,24.78,
2015-06,PJ,Conta garantida,45137.0,46.19,
2015-06,PJ,Cheque especial,16184.0,216.65,
2015-06,PJ,Aquisição de veículos,17458.0,20.79,
2015-06,PJ,Vendor,5075.0,18.69,
2015-06,PJ,Compror,14647.0,21.84,
2015-06,PJ,Cartão de crédito rotativo,2058.0,228.96,
2015-06,PJ,Cartão de crédito parcelado,1070.0,28.22,
2015-06,PJ,Adiantamento sobre contratos de câmbio (ACC),63315.0,2.94,
2015-06,PJ,Financiamento a importações,5699.0,15.48,
2015-06,PJ,Financiamento a exportações,91717.0,15.66,
2015-06,PJ,Repasse externo,33458.0,17.28,
2015-06,PJ,Crédito rural,72749.0,8.18,
2015-06,PJ,Financiamento imobiliário,68860.0,12.28,
2015-06,PJ,Financiamento com recursos do BNDES,609755.0,8.96,
2015-07,Total,Total,3118097.0,28.05,18.06
2015-07,PF,Total,1474065.0,35.82,25.74
2015-07,PF,Cheque especial,27039.0,213.84,
2015-07,PF,Crédito pessoal não consignado,107344.0,115.8,
2015-07,PF,Crédito pessoal consignado,265979.0,27.9,
2015-07,PF,Aquisição de veículos,171005.0,24.5,
2015-07,PF,Cartão de crédito rotativo,31959.0,398.09,
2015-07,PF,Cartão de crédito parcelado,12760.0,120.65,
2015-07,PF,Desconto de cheques,1430.0,55.8,
2015-07,PF,Crédito rural,145536.0,8.07,
2015-07,PF,Financiamento imobiliário,482225.0,10.78,
2015-07,PF,Microcrédito,4971.0,27.03,
2015-07,PJ,Total,1644031.0,19.74,9.84
2015-07,PJ,Desconto de duplicatas e recebíveis,40281.0,34.1,
2015-07,PJ,Capital de giro,367729.0,25.4,
2015-07,PJ,Conta garantida,44071.0,46.48,
2015-07,PJ,Cheque especial,15620.0,223.46,
2015-07,PJ,Aquisição de veículos,17275.0,21.05,
2015-07,PJ,Vendor,4882.0,19.11,
2015-07,PJ,Compror,14109.0,22.34,
2015-07,PJ,Cartão de crédito rotativo,2056.0,245.95,
2015-07,PJ,Cartão de crédito parcelado,892.0,37.75,
2015-07,PJ,Adiantamento sobre contratos de câmbio (ACC),64922.0,2.72,
2015-07,PJ,Financiamento a importações,6085.0,16.89,
2015-07,PJ,Financiamento a exportações,93678.0,16.02,
2015-07,PJ,Repasse externo,36259.0,15.14,
2015-07,PJ,Crédito rural,71808.0,10.05,
2015-07,PJ,Financiamento imobiliário,69755.0,12.47,
2015-07,PJ,Financiamento com recursos do BNDES,615118.0,9.44,
2015-08,Total,Total,3142924.0,28.56,18.33
2015-08,PF,Total,1485288.0,36.37,26.06
2015-08,PF,Cheque especial,27725.0,218.92,
2015-08,PF,Crédito pessoal não consignado,107916.0,119.85,
2015-08,PF,Crédito pessoal consignado,267753.0,27.91,
2015-08,PF,Aquisição de veículos,168621.0,24.79,
2015-08,PF,Cartão de crédito rotativo,32381.0,401.41,
2015-08,PF,Cartão de crédito parcelado,12668.0,129.16,
2015-08,PF,Desconto de cheques,1436.0,56.6,
2015-08,PF,Crédito rural,148881.0,8.19,
2015-08,PF,Financiamento imobiliário,487490.0,10.54,
2015-08,PF,Microcrédito,5046.0,29.5,
2015-08,PJ,Total,1657637.0,20.18,10.04
2015-08,PJ,Desconto de duplicatas e recebíveis,40951.0,32.97,
2015-08,PJ,Capital de giro,365066.0,26.56,
2015-08,PJ,Conta garantida,43716.0,47.21,
2015-08,PJ,Cheque especial,15829.0,231.38,
2015-08,PJ,Aquisição de veículos,17153.0,21.24,
2015-08,PJ,Vendor,4692.0,18.78,
2015-08,PJ,Compror,14649.0,22.66,
2015-08,PJ,Cartão de crédito rotativo,2123.0,250.2,
2015-08,PJ,Cartão de crédito parcelado,639.0,40.93,
2015-08,PJ,Adiantamento sobre contratos de câmbio (ACC),64701.0,2.87,
2015-08,PJ,Financiamento a importações,6278.0,18.2,
2015-08,PJ,Financiamento a exportações,96343.0,15.64,
2015-08,PJ,Repasse externo,39132.0,16.46,
2015-08,PJ,Crédito rural,73346.0,10.45,
2015-08,PJ,Financiamento imobiliário,70316.0,12.58,
2015-08,PJ,Financiamento com recursos do BNDES,621404.0,9.69,
2015-09,Total,Total,3172985.0,29.07,18.22
2015-09,PF,Total,1491765.0,36.86,25.94
2015-09,PF,Cheque especial,27531.0,228.91,
2015-09,PF,Crédito pessoal não consignado,108371.0,118.17,
2015-09,PF,Crédito pessoal consignado,269518.0,27.67,
2015-09,PF,Aquisição de veículos,166845.0,25.57,
2015-09,PF,Cartão de crédito rotativo,33153.0,414.97,
2015-09,PF,Cartão de crédito parcelado,12528.0,129.03,
2015-09,PF,Desconto de cheques,1403.0,55.35,
2015-09,PF,Crédito rural,150369.0,8.13,
2015-09,PF,Financiamento imobiliário,491917.0,10.42,
2015-09,PF,Microcrédito,4972.0,28.99,
2015-09,PJ,Total,1681220.0,20.73,9.96
2015-09,PJ,Desconto de duplicatas e recebíveis,46187.0,32.05,
2015-09,PJ,Capital de giro,363144.0,28.29,
2015-09,PJ,Conta garantida,42073.0,48.49,
2015-09,PJ,Cheque especial,15825.0,243.09,
2015-09,PJ,Aquisição de veículos,16996.0,21.34,
2015-09,PJ,Vendor,4791.0,18.69,
2015-09,PJ,Compror,14862.0,22.95,
2015-09,PJ,Cartão de crédito rotativo,2146.0,277.5,
2015-09,PJ,Cartão de crédito parcelado,1117.0,26.51,
2015-09,PJ,Adiantamento sobre contratos de câmbio (ACC),65947.0,2.95,
2015-09,PJ,Financiamento a importações,6260.0,18.9,
2015-09,PJ,Financiamento a exportações,96565.0,17.56,
2015-09,PJ,Repasse externo,42586.0,14.08,
2015-09,PJ,Crédito rural,78653.0,10.28,
2015-09,PJ,Financiamento imobiliário,71071.0,12.12,
2015-09,PJ,Financiamento com recursos do BNDES,626564.0,9.31,
2015-10,Total,Total,3165658.0,29.86,18.84
2015-10,PF,Total,1495315.0,37.91,26.86
2015-10,PF,Cheque especial,27568.0,241.5,
2015-10,PF,Crédito pessoal não consignado,108243.0,129.19,
2015-10,PF,Crédito pessoal consignado,269773.0,28.14,
2015-10,PF,Aquisição de veículos,164938.0,25.89,
2015-10,PF,Cartão de crédito rotativo,34056.0,399.97,
2015-10,PF,Cartão de crédito parcelado,12268.0,131.31,
2015-10,PF,Desconto de cheques,1397.0,55.12,
2015-10,PF,Crédito rural,149758.0,8.35,
2015-10,PF,Financiamento imobiliário,496447.0,10.49,
2015-10,PF,Microcrédito,4813.0,28.37,
2015-10,PJ,Total,1670343.0,21.18,10.18
2015-10,PJ,Desconto de duplicatas e recebíveis,43793.0,32.5,
2015-10,PJ,Capital de giro,360787.0,27.82,
2015-10,PJ,Conta garantida,42160.0,49.33,
2015-10,PJ,Cheque especial,15919.0,259.13,
2015-10,PJ,Aquisição de veículos,16838.0,21.83,
2015-10,PJ,Vendor,4938.0,19.38,
2015-10,PJ,Compror,14165.0,23.04,
2015-10,PJ,Cartão de crédito rotativo,2211.0,283.64,
2015-10,PJ,Cartão de crédito parcelado,965.0,35.19,
2015-10,PJ,Adiantamento sobre contratos de câmbio (ACC),65775.0,2.86,
2015-10,PJ,Financiamento a importações,5617.0,16.11,
2015-10,PJ,Financiamento a exportações,97143.0,16.96,
2015-10,PJ,Repasse externo,40747.0,16.66,
2015-10,PJ,Crédito rural,78176.0,10.51,
2015-10,PJ,Financiamento imobiliário,71548.0,12.12,
2015-10,PJ,Financiamento com recursos do BNDES,623274.0,10.05,
2015-11,Total,Total,3185470.0,30.13,19.09
2015-11,PF,Total,1506927.0,38.26,27.15
