ano_mes,segmento,modalidade_credito,saldo,taxa_juros_aa,spread_pp
2011-03,Total,Total,1759678.0,27.35,17.65
2011-03,PF,Total,800794.0,36.42,26.06
2011-03,PF,Cheque especial,21204.0,145.33,
2011-03,PF,Crédito pessoal não consignado,67845.0,73.87,
2011-03,PF,Crédito pessoal consignado,142448.0,29.21,
2011-03,PF,Aquisição de veículos,149594.0,27.95,
2011-03,PF,Cartão de crédito rotativo,24356.0,267.99,
2011-03,PF,Cartão de crédito parcelado,7537.0,123.32,
2011-03,PF,Desconto de cheques,1396.0,54.08,
2011-03,PF,Crédito rural,66705.0,5.95,
2011-03,PF,Financiamento imobiliário,142455.0,10.68,
2011-03,PF,Microcrédito,2414.0,27.49,
2011-03,PJ,Total,958884.0,19.33,10.22
2011-03,PJ,Desconto de duplicatas e recebíveis,21891.0,35.76,
2011-03,PJ,Capital de giro,250962.0,23.39,
2011-03,PJ,Conta garantida,42855.0,38.81,
2011-03,PJ,Cheque especial,14542.0,167.39,
2011-03,PJ,Aquisição de veículos,14379.0,21.13,
2011-03,PJ,Vendor,5884.0,18.21,
2011-03,PJ,Compror,11254.0,17.21,
2011-03,PJ,Cartão de crédito rotativo,947.0,233.26,
2011-03,PJ,Cartão de crédito parcelado,73.0,94.66,
2011-03,PJ,Adiantamento sobre contratos de câmbio (ACC),32008.0,3.09,
2011-03,PJ,Financiamento a importações,4328.0,13.07,
2011-03,PJ,Financiamento a exportações,38323.0,13.51,
2011-03,PJ,Repasse externo,8253.0,17.69,
2011-03,PJ,Crédito rural,38654.0,8.61,
2011-03,PJ,Financiamento imobiliário,24861.0,11.94,
2011-03,PJ,Financiamento com recursos do BNDES,338959.0,9.51,
2011-04,Total,Total,1783487.0,27.94,18.22
2011-04,PF,Total,811662.0,37.03,26.66
2011-04,PF,Cheque especial,21579.0,148.21,
2011-04,PF,Crédito pessoal não consignado,69215.0,76.72,
2011-04,PF,Crédito pessoal consignado,144234.0,29.72,
2011-04,PF,Aquisição de veículos,152917.0,28.44,
2011-04,PF,Cartão de crédito rotativo,25202.0,277.13,
2011-04,PF,Cartão de crédito parcelado,7404.0,124.27,
2011-04,PF,Desconto de cheques,1419.0,54.89,
2011-04,PF,Crédito rural,67492.0,6.18,
2011-04,PF,Financiamento imobiliário,145661.0,10.03,
2011-04,PF,Microcrédito,2447.0,26.97,
2011-04,PJ,Total,971825.0,19.86,10.72
2011-04,PJ,Desconto de duplicatas e recebíveis,21805.0,35.97,
2011-04,PJ,Capital de giro,253123.0,23.85,
2011-04,PJ,Conta garantida,44423.0,39.07,
2011-04,PJ,Cheque especial,15017.0,173.35,
2011-04,PJ,Aquisição de veículos,14853.0,21.41,
2011-04,PJ,Vendor,5749.0,18.59,
2011-04,PJ,Compror,11081.0,18.7,
2011-04,PJ,Cartão de crédito rotativo,1029.0,232.87,
2011-04,PJ,Cartão de crédito parcelado,76.0,86.92,
2011-04,PJ,Adiantamento sobre contratos de câmbio (ACC),34243.0,2.85,
2011-04,PJ,Financiamento a importações,4361.0,11.53,
2011-04,PJ,Financiamento a exportações,40532.0,14.35,
2011-04,PJ,Repasse externo,8002.0,15.44,
2011-04,PJ,Crédito rural,39420.0,8.41,
2011-04,PJ,Financiamento imobiliário,25536.0,11.93,
2011-04,PJ,Financiamento com recursos do BNDES,339689.0,10.23,
2011-05,Total,Total,1812128.0,27.86,18.14
2011-05,PF,Total,825658.0,36.89,26.49
2011-05,PF,Cheque especial,22187.0,149.74,
2011-05,PF,Crédito pessoal não consignado,70433.0,77.27,
2011-05,PF,Crédito pessoal consignado,146036.0,29.71,
2011-05,PF,Aquisição de veículos,156296.0,28.33,
2011-05,PF,Cartão de crédito rotativo,24286.0,279.03,
2011-05,PF,Cartão de crédito parcelado,7775.0,118.04,
2011-05,PF,Desconto de cheques,1456.0,51.52,
2011-05,PF,Crédito rural,68225.0,6.3,
2011-05,PF,Financiamento imobiliário,150984.0,10.67,
2011-05,PF,Microcrédito,2465.0,29.23,
2011-05,PJ,Total,986470.0,19.84,10.72
2011-05,PJ,Desconto de duplicatas e recebíveis,21785.0,35.16,
2011-05,PJ,Capital de giro,257782.0,23.66,
2011-05,PJ,Conta garantida,43961.0,39.95,
2011-05,PJ,Cheque especial,14633.0,172.83,
2011-05,PJ,Aquisição de veículos,15324.0,21.14,
2011-05,PJ,Vendor,5491.0,19.31,
2011-05,PJ,Compror,11485.0,17.63,
2011-05,PJ,Cartão de crédito rotativo,1040.0,228.4,
2011-05,PJ,Cartão de crédito parcelado,82.0,85.92,
2011-05,PJ,Adiantamento sobre contratos de câmbio (ACC),37003.0,2.98,
2011-05,PJ,Financiamento a importações,4541.0,12.33,
2011-05,PJ,Financiamento a exportações,41246.0,13.7,
2011-05,PJ,Repasse externo,8093.0,18.15,
2011-05,PJ,Crédito rural,39917.0,8.35,
2011-05,PJ,Financiamento imobiliário,26307.0,12.35,
2011-05,PJ,Financiamento com recursos do BNDES,343568.0,10.48,
2011-06,Total,Total,1840157.0,27.62,17.95
2011-06,PF,Total,838136.0,36.57,26.3
2011-06,PF,Cheque especial,22484.0,150.71,
2011-06,PF,Crédito pessoal não consignado,72007.0,77.56,
2011-06,PF,Crédito pessoal consignado,148189.0,29.34,
2011-06,PF,Aquisição de veículos,159586.0,28.05,
2011-06,PF,Cartão de crédito rotativo,23960.0,276.09,
2011-06,PF,Cartão de crédito parcelado,7898.0,118.68,
2011-06,PF,Desconto de cheques,1526.0,51.79,
2011-06,PF,Crédito rural,68648.0,6.3,
2011-06,PF,Financiamento imobiliário,156575.0,10.2,
2011-06,PF,Microcrédito,2465.0,31.8,
2011-06,PJ,Total,1002021.0,19.63,10.5
2011-06,PJ,Desconto de duplicatas e recebíveis,22307.0,35.21,
2011-06,PJ,Capital de giro,262370.0,23.93,
2011-06,PJ,Conta garantida,45013.0,39.8,
2011-06,PJ,Cheque especial,14689.0,172.5,
2011-06,PJ,Aquisição de veículos,15939.0,20.82,
2011-06,PJ,Vendor,5301.0,18.9,
2011-06,PJ,Compror,12176.0,18.26,
2011-06,PJ,Cartão de crédito rotativo,1052.0,231.51,
2011-06,PJ,Cartão de crédito parcelado,86.0,108.01,
2011-06,PJ,Adiantamento sobre contratos de câmbio (ACC),36186.0,2.99,
2011-06,PJ,Financiamento a importações,4393.0,13.51,
2011-06,PJ,Financiamento a exportações,41463.0,13.24,
2011-06,PJ,Repasse externo,7972.0,14.6,
2011-06,PJ,Crédito rural,40800.0,8.15,
2011-06,PJ,Financiamento imobiliário,27504.0,11.85,
2011-06,PJ,Financiamento com recursos do BNDES,347643.0,10.07,
2011-07,Total,Total,1861598.0,27.81,17.94
2011-07,PF,Total,849018.0,36.89,26.34
2011-07,PF,Cheque especial,21550.0,151.52,
2011-07,PF,Crédito pessoal não consignado,72312.0,80.27,
2011-07,PF,Crédito pessoal consignado,150276.0,28.91,
2011-07,PF,Aquisição de veículos,162943.0,28.02,
2011-07,PF,Cartão de crédito rotativo,24035.0,276.65,
2011-07,PF,Cartão de crédito parcelado,8217.0,112.38,
2011-07,PF,Desconto de cheques,1517.0,55.09,
2011-07,PF,Crédito rural,67723.0,6.45,
2011-07,PF,Financiamento imobiliário,162388.0,10.89,
2011-07,PF,Microcrédito,2442.0,33.48,
2011-07,PJ,Total,1012580.0,19.64,10.39
2011-07,PJ,Desconto de duplicatas e recebíveis,22034.0,36.04,
2011-07,PJ,Capital de giro,263060.0,24.14,
2011-07,PJ,Conta garantida,45350.0,40.01,
2011-07,PJ,Cheque especial,14265.0,173.37,
2011-07,PJ,Aquisição de veículos,16521.0,21.04,
2011-07,PJ,Vendor,5195.0,19.05,
2011-07,PJ,Compror,12056.0,18.31,
2011-07,PJ,Cartão de crédito rotativo,1373.0,237.47,
2011-07,PJ,Cartão de crédito parcelado,90.0,110.96,
2011-07,PJ,Adiantamento sobre contratos de câmbio (ACC),37335.0,2.86,
2011-07,PJ,Financiamento a importações,4424.0,12.96,
2011-07,PJ,Financiamento a exportações,41817.0,14.43,
2011-07,PJ,Repasse externo,8169.0,17.79,
2011-07,PJ,Crédito rural,40962.0,7.64,
2011-07,PJ,Financiamento imobiliário,28149.0,12.49,
2011-07,PJ,Financiamento com recursos do BNDES,353571.0,9.61,
2011-08,Total,Total,1894713.0,27.23,17.75
2011-08,PF,Total,869039.0,36.12,26.05
2011-08,PF,Cheque especial,22468.0,151.25,
2011-08,PF,Crédito pessoal não consignado,73732.0,78.68,
2011-08,PF,Crédito pessoal consignado,153686.0,28.93,
2011-08,PF,Aquisição de veículos,166586.0,27.36,
2011-08,PF,Cartão de crédito rotativo,23842.0,284.54,
2011-08,PF,Cartão de crédito parcelado,8465.0,104.75,
2011-08,PF,Desconto de cheques,1499.0,54.95,
2011-08,PF,Crédito rural,69595.0,6.22,
2011-08,PF,Financiamento imobiliário,171792.0,10.8,
2011-08,PF,Microcrédito,2421.0,27.55,
2011-08,PJ,Total,1025674.0,19.2,10.25
2011-08,PJ,Desconto de duplicatas e recebíveis,21793.0,35.42,
2011-08,PJ,Capital de giro,268669.0,22.4,
2011-08,PJ,Conta garantida,44460.0,40.4,
2011-08,PJ,Cheque especial,14020.0,172.37,
2011-08,PJ,Aquisição de veículos,17219.0,20.7,
2011-08,PJ,Vendor,5201.0,18.6,
2011-08,PJ,Compror,12267.0,17.83,
2011-08,PJ,Cartão de crédito rotativo,1027.0,229.14,
2011-08,PJ,Cartão de crédito parcelado,90.0,102.44,
2011-08,PJ,Adiantamento sobre contratos de câmbio (ACC),38663.0,3.09,
2011-08,PJ,Financiamento a importações,4745.0,13.9,
2011-08,PJ,Financiamento a exportações,43226.0,13.68,
2011-08,PJ,Repasse externo,8445.0,15.06,
2011-08,PJ,Crédito rural,41264.0,8.26,
2011-08,PJ,Financiamento imobiliário,29019.0,11.78,
2011-08,PJ,Financiamento com recursos do BNDES,360392.0,10.33,
2011-09,Total,Total,1935781.0,27.2,18.21
2011-09,PF,Total,881931.0,36.23,26.75
2011-09,PF,Cheque especial,22628.0,151.3,
2011-09,PF,Crédito pessoal não consignado,75579.0,78.8,
2011-09,PF,Crédito pessoal consignado,156043.0,29.09,
2011-09,PF,Aquisição de veículos,169960.0,26.23,
2011-09,PF,Cartão de crédito rotativo,24648.0,307.67,
2011-09,PF,Cartão de crédito parcelado,8440.0,111.11,
2011-09,PF,Desconto de cheques,1512.0,53.08,
2011-09,PF,Crédito rural,71655.0,5.96,
2011-09,PF,Financiamento imobiliário,175537.0,10.29,
2011-09,PF,Microcrédito,2388.0,25.83,
2011-09,PJ,Total,1053850.0,19.13,10.57
2011-09,PJ,Desconto de duplicatas e recebíveis,22892.0,34.24,
2011-09,PJ,Capital de giro,274134.0,22.9,
2011-09,PJ,Conta garantida,44416.0,40.54,
2011-09,PJ,Cheque especial,14230.0,173.41,
2011-09,PJ,Aquisição de veículos,17864.0,20.17,
2011-09,PJ,Vendor,5465.0,16.92,
2011-09,PJ,Compror,12547.0,18.44,
2011-09,PJ,Cartão de crédito rotativo,1055.0,236.04,
2011-09,PJ,Cartão de crédito parcelado,91.0,76.33,
2011-09,PJ,Adiantamento sobre contratos de câmbio (ACC),40906.0,3.48,
2011-09,PJ,Financiamento a importações,5433.0,15.45,
2011-09,PJ,Financiamento a exportações,44562.0,14.54,
2011-09,PJ,Repasse externo,9605.0,18.55,
2011-09,PJ,Crédito rural,41967.0,8.22,
2011-09,PJ,Financiamento imobiliário,29752.0,10.62,
2011-09,PJ,Financiamento com recursos do BNDES,372461.0,10.16,
2011-10,Total,Total,1950658.0,27.45,18.68
2011-10,PF,Total,893987.0,36.9,27.67
2011-10,PF,Cheque especial,23487.0,151.67,
2011-10,PF,Crédito pessoal não consignado,76862.0,80.89,
2011-10,PF,Crédito pessoal consignado,157690.0,29.02,
2011-10,PF,Aquisição de veículos,171971.0,26.2,
2011-10,PF,Cartão de crédito rotativo,24936.0,312.14,
2011-10,PF,Cartão de crédito parcelado,8231.0,108.82,
2011-10,PF,Desconto de cheques,1541.0,52.58,
2011-10,PF,Crédito rural,73273.0,6.01,
2011-10,PF,Financiamento imobiliário,180111.0,10.25,
2011-10,PF,Microcrédito,2409.0,15.56,
2011-10,PJ,Total,1056671.0,18.91,10.56
2011-10,PJ,Desconto de duplicatas e recebíveis,23018.0,34.18,
2011-10,PJ,Capital de giro,276736.0,22.45,
2011-10,PJ,Conta garantida,45572.0,40.47,
2011-10,PJ,Cheque especial,14727.0,173.95,
2011-10,PJ,Aquisição de veículos,18283.0,20.35,
2011-10,PJ,Vendor,5848.0,16.9,
2011-10,PJ,Compror,12516.0,18.07,
2011-10,PJ,Cartão de crédito rotativo,1015.0,233.61,
2011-10,PJ,Cartão de crédito parcelado,91.0,102.12,
2011-10,PJ,Adiantamento sobre contratos de câmbio (ACC),40787.0,4.03,
2011-10,PJ,Financiamento a importações,5030.0,10.66,
2011-10,PJ,Financiamento a exportações,44045.0,14.38,
2011-10,PJ,Repasse externo,8941.0,12.7,
2011-10,PJ,Crédito rural,42223.0,8.88,
2011-10,PJ,Financiamento imobiliário,30565.0,11.56,
2011-10,PJ,Financiamento com recursos do BNDES,371518.0,9.93,
2011-11,Total,Total,1988613.0,26.66,18.1
2011-11,PF,Total,908586.0,35.79,26.82
2011-11,PF,Cheque especial,22977.0,152.46,
2011-11,PF,Crédito pessoal não consignado,78388.0,76.26,
2011-11,PF,Crédito pessoal consignado,159528.0,28.64,
2011-11,PF,Aquisição de veículos,174597.0,25.92,
2011-11,PF,Cartão de crédito rotativo,25474.0,303.32,
2011-11,PF,Cartão de crédito parcelado,8503.0,109.03,
2011-11,PF,Desconto de cheques,1557.0,51.22,
2011-11,PF,Crédito rural,74460.0,5.9,
2011-11,PF,Financiamento imobiliário,185538.0,10.04,
2011-11,PF,Microcrédito,2551.0,14.53,
2011-11,PJ,Total,1080026.0,18.43,10.25
2011-11,PJ,Desconto de duplicatas e recebíveis,23946.0,33.56,
2011-11,PJ,Capital de giro,282779.0,21.83,
2011-11,PJ,Conta garantida,45597.0,40.55,
2011-11,PJ,Cheque especial,14602.0,175.07,
2011-11,PJ,Aquisição de veículos,18900.0,19.18,
2011-11,PJ,Vendor,5995.0,16.95,
2011-11,PJ,Compror,12763.0,17.53,
2011-11,PJ,Cartão de crédito rotativo,1022.0,222.67,
2011-11,PJ,Cartão de crédito parcelado,93.0,111.61,
2011-11,PJ,Adiantamento sobre contratos de câmbio (ACC),40349.0,4.1,
2011-11,PJ,Financiamento a importações,5363.0,14.69,
2011-11,PJ,Financiamento a exportações,46452.0,13.81,
2011-11,PJ,Repasse externo,8867.0,14.71,
2011-11,PJ,Crédito rural,43044.0,7.93,
2011-11,PJ,Financiamento imobiliário,31399.0,10.81,
2011-11,PJ,Financiamento com recursos do BNDES,383290.0,9.43,
2011-12,Total,Total,2033954.0,25.82,17.19
2011-12,PF,Total,921598.0,34.01,25.04
2011-12,PF,Cheque especial,20864.0,150.85,
2011-12,PF,Crédito pessoal não consignado,79699.0,72.87,
2011-12,PF,Crédito pessoal consignado,158345.0,28.34,
2011-12,PF,Aquisição de veículos,177728.0,25.26,
2011-12,PF,Cartão de crédito rotativo,24115.0,293.51,
2011-12,PF,Cartão de crédito parcelado,8917.0,103.59,
2011-12,PF,Desconto de cheques,1608.0,50.83,
2011-12,PF,Crédito rural,76160.0,6.01,
2011-12,PF,Financiamento imobiliário,190155.0,10.04,
2011-12,PF,Microcrédito,2726.0,14.55,
2011-12,PJ,Total,1112355.0,18.14,9.83
2011-12,PJ,Desconto de duplicatas e recebíveis,26199.0,30.64,
2011-12,PJ,Capital de giro,290262.0,20.67,
2011-12,PJ,Conta garantida,44356.0,39.12,
2011-12,PJ,Cheque especial,13565.0,173.14,
2011-12,PJ,Aquisição de veículos,19298.0,17.92,
2011-12,PJ,Vendor,6102.0,16.58,
2011-12,PJ,Compror,13896.0,16.34,
2011-12,PJ,Cartão de crédito rotativo,1017.0,227.2,
2011-12,PJ,Cartão de crédito parcelado,98.0,115.58,
2011-12,PJ,Adiantamento sobre contratos de câmbio (ACC),39650.0,3.98,
2011-12,PJ,Financiamento a importações,5563.0,13.58,
2011-12,PJ,Financiamento a exportações,49143.0,12.49,
2011-12,PJ,Repasse externo,9094.0,15.2,
2011-12,PJ,Crédito rural,44355.0,8.13,
2011-12,PJ,Financiamento imobiliário,32201.0,11.62,
2011-12,PJ,Financiamento com recursos do BNDES,393392.0,9.56,
2012-01,Total,Total,2033185.0,26.8,18.22
2012-01,PF,Total,934121.0,34.97,26.04
2012-01,PF,Cheque especial,23321.0,150.69,
2012-01,PF,Crédito pessoal não consignado,80563.0,80.24,
2012-01,PF,Crédito pessoal consignado,160919.0,28.53,
2012-01,PF,Aquisição de veículos,180138.0,25.49,
2012-01,PF,Cartão de crédito rotativo,24848.0,301.97,
2012-01,PF,Cartão de crédito parcelado,9182.0,111.03,
2012-01,PF,Desconto de cheques,1565.0,51.69,
2012-01,PF,Crédito rural,76947.0,5.69,
2012-01,PF,Financiamento imobiliário,195229.0,9.87,
2012-01,PF,Microcrédito,2706.0,14.84,
2012-01,PJ,Total,1099064.0,19.06,10.81
2012-01,PJ,Desconto de duplicatas e recebíveis,23742.0,34.36,
2012-01,PJ,Capital de giro,289668.0,21.63,
2012-01,PJ,Conta garantida,44804.0,40.22,
2012-01,PJ,Cheque especial,14659.0,171.7,
2012-01,PJ,Aquisição de veículos,19586.0,18.82,
2012-01,PJ,Vendor,5529.0,16.6,
2012-01,PJ,Compror,12789.0,16.52,
2012-01,PJ,Cartão de crédito rotativo,1019.0,220.33,
2012-01,PJ,Cartão de crédito parcelado,98.0,104.3,
2012-01,PJ,Adiantamento sobre contratos de câmbio (ACC),39951.0,3.57,
2012-01,PJ,Financiamento a importações,5005.0,12.7,
2012-01,PJ,Financiamento a exportações,50186.0,12.56,
2012-01,PJ,Repasse externo,8379.0,15.21,
2012-01,PJ,Crédito rural,44318.0,8.69,
2012-01,PJ,Financiamento imobiliário,32922.0,11.71,
2012-01,PJ,Financiamento com recursos do BNDES,388551.0,10.97,
2012-02,Total,Total,2041040.0,26.86,18.63
2012-02,PF,Total,941121.0,35.3,26.79
2012-02,PF,Cheque especial,24219.0,150.61,
2012-02,PF,Crédito pessoal não consignado,81719.0,81.34,
2012-02,PF,Crédito pessoal consignado,163839.0,28.63,
2012-02,PF,Aquisição de veículos,181390.0,25.58,
2012-02,PF,Cartão de crédito rotativo,25622.0,292.95,
2012-02,PF,Cartão de crédito parcelado,9243.0,112.1,
2012-02,PF,Desconto de cheques,1557.0,52.59,
2012-02,PF,Crédito rural,77451.0,5.94,
2012-02,PF,Financiamento imobiliário,199346.0,9.3,
2012-02,PF,Microcrédito,2680.0,15.19,
2012-02,PJ,Total,1099920.0,18.8,10.83
2012-02,PJ,Desconto de duplicatas e recebíveis,23402.0,32.83,
2012-02,PJ,Capital de giro,294875.0,21.4,
2012-02,PJ,Conta garantida,45796.0,40.04,
2012-02,PJ,Cheque especial,15035.0,172.7,
2012-02,PJ,Aquisição de veículos,19867.0,19.15,
2012-02,PJ,Vendor,5226.0,16.28,
2012-02,PJ,Compror,12526.0,16.48,
2012-02,PJ,Cartão de crédito rotativo,1057.0,230.29,
2012-02,PJ,Cartão de crédito parcelado,100.0,99.95,
2012-02,PJ,Adiantamento sobre contratos de câmbio (ACC),40437.0,3.84,
2012-02,PJ,Financiamento a importações,4751.0,12.99,
2012-02,PJ,Financiamento a exportações,49678.0,12.42,
2012-02,PJ,Repasse externo,8160.0,14.8,
2012-02,PJ,Crédito rural,43497.0,8.72,
2012-02,PJ,Financiamento imobiliário,34013.0,10.11,
2012-02,PJ,Financiamento com recursos do BNDES,389035.0,10.46,
2012-03,Total,Total,2078912.0,26.54,18.41
2012-03,PF,Total,953171.0,35.01,26.56
2012-03,PF,Cheque especial,24125.0,151.0,
2012-03,PF,Crédito pessoal não consignado,82674.0,77.25,
2012-03,PF,Crédito pessoal consignado,166278.0,28.56,
2012-03,PF,Aquisição de veículos,182764.0,25.41,
2012-03,PF,Cartão de crédito rotativo,25384.0,306.5,
2012-03,PF,Cartão de crédito parcelado,9359.0,107.57,
2012-03,PF,Desconto de cheques,1573.0,51.29,
2012-03,PF,Crédito rural,78423.0,6.13,
2012-03,PF,Financiamento imobiliário,205351.0,9.19,
2012-03,PF,Microcrédito,2733.0,14.3,
2012-03,PJ,Total,1125741.0,18.49,10.67
2012-03,PJ,Desconto de duplicatas e recebíveis,26948.0,31.2,
2012-03,PJ,Capital de giro,300395.0,20.79,
2012-03,PJ,Conta garantida,46383.0,39.53,
2012-03,PJ,Cheque especial,14742.0,169.72,
2012-03,PJ,Aquisição de veículos,20296.0,18.64,
2012-03,PJ,Vendor,5226.0,15.87,
2012-03,PJ,Compror,13211.0,15.41,
2012-03,PJ,Cartão de crédito rotativo,1031.0,227.53,
2012-03,PJ,Cartão de crédito parcelado,110.0,84.9,
2012-03,PJ,Adiantamento sobre contratos de câmbio (ACC),44185.0,3.47,
2012-03,PJ,Financiamento a importações,4886.0,13.82,
2012-03,PJ,Financiamento a exportações,50690.0,11.78,
2012-03,PJ,Repasse externo,8834.0,14.11,
2012-03,PJ,Crédito rural,43660.0,8.48,
2012-03,PJ,Financiamento imobiliário,35157.0,10.81,
2012-03,PJ,Financiamento com recursos do BNDES,394557.0,10.53,
2012-04,Total,Total,2106585.0,25.96,18.21
2012-04,PF,Total,964854.0,34.3,26.34
2012-04,PF,Cheque especial,24967.0,144.15,
2012-04,PF,Crédito pessoal não consignado,83607.0,72.22,
2012-04,PF,Crédito pessoal consignado,169154.0,27.49,
2012-04,PF,Aquisição de veículos,183486.0,24.75,
2012-04,PF,Cartão de crédito rotativo,25859.0,319.02,
2012-04,PF,Cartão de crédito parcelado,8823.0,113.48,
2012-04,PF,Desconto de cheques,1555.0,50.39,
2012-04,PF,Crédito rural,79051.0,6.11,
2012-04,PF,Financiamento imobiliário,210170.0,8.94,
2012-04,PF,Microcrédito,2790.0,15.33,
2012-04,PJ,Total,1141731.0,18.04,10.48
2012-04,PJ,Desconto de duplicatas e recebíveis,25712.0,31.1,
2012-04,PJ,Capital de giro,303787.0,19.11,
2012-04,PJ,Conta garantida,47505.0,39.19,
2012-04,PJ,Cheque especial,15247.0,170.03,
2012-04,PJ,Aquisição de veículos,20570.0,18.67,
2012-04,PJ,Vendor,5024.0,15.11,
2012-04,PJ,Compror,12813.0,15.65,
2012-04,PJ,Cartão de crédito rotativo,1050.0,224.04,
2012-04,PJ,Cartão de crédito parcelado,107.0,101.77,
2012-04,PJ,Adiantamento sobre contratos de câmbio (ACC),48482.0,3.19,
2012-04,PJ,Financiamento a importações,4801.0,13.17,
2012-04,PJ,Financiamento a exportações,51665.0,12.09,
2012-04,PJ,Repasse externo,9468.0,13.59,
2012-04,PJ,Crédito rural,43901.0,8.09,
2012-04,PJ,Financiamento imobiliário,35919.0,11.0,
2012-04,PJ,Financiamento com recursos do BNDES,398979.0,11.01,
2012-05,Total,Total,2142061.0,24.36,16.96
2012-05,PF,Total,980828.0,32.34,24.76
2012-05,PF,Cheque especial,24438.0,139.93,
2012-05,PF,Crédito pessoal não consignado,85042.0,67.62,
2012-05,PF,Crédito pessoal consignado,172901.0,26.59,
2012-05,PF,Aquisição de veículos,184581.0,22.57,
2012-05,PF,Cartão de crédito rotativo,25837.0,306.69,
2012-05,PF,Cartão de crédito parcelado,9147.0,111.55,
2012-05,PF,Desconto de cheques,1583.0,44.59,
2012-05,PF,Crédito rural,80612.0,6.18,
2012-05,PF,Financiamento imobiliário,215380.0,8.61,
2012-05,PF,Microcrédito,2913.0,14.58,
2012-05,PJ,Total,1161233.0,16.77,9.54
2012-05,PJ,Desconto de duplicatas e recebíveis,25783.0,29.61,
2012-05,PJ,Capital de giro,310082.0,17.62,
2012-05,PJ,Conta garantida,46356.0,38.84,
2012-05,PJ,Cheque especial,14399.0,163.19,
2012-05,PJ,Aquisição de veículos,20711.0,17.75,
2012-05,PJ,Vendor,4708.0,15.01,
2012-05,PJ,Compror,13011.0,13.84,
2012-05,PJ,Cartão de crédito rotativo,1045.0,222.73,
2012-05,PJ,Cartão de crédito parcelado,109.0,87.31,
2012-05,PJ,Adiantamento sobre contratos de câmbio (ACC),50713.0,3.42,
2012-05,PJ,Financiamento a importações,5208.0,8.87,
2012-05,PJ,Financiamento a exportações,53722.0,10.75,
2012-05,PJ,Repasse externo,10397.0,13.15,
2012-05,PJ,Crédito rural,43328.0,8.1,
2012-05,PJ,Financiamento imobiliário,36860.0,9.52,
2012-05,PJ,Financiamento com recursos do BNDES,405426.0,9.95,
2012-06,Total,Total,2175135.0,23.62,16.34
2012-06,PF,Total,994137.0,31.58,24.17
2012-06,PF,Cheque especial,23766.0,138.29,
2012-06,PF,Crédito pessoal não consignado,85986.0,66.41,
2012-06,PF,Crédito pessoal consignado,176030.0,25.68,
2012-06,PF,Aquisição de veículos,186890.0,20.23,
2012-06,PF,Cartão de crédito rotativo,25911.0,311.48,
2012-06,PF,Cartão de crédito parcelado,9363.0,113.96,
2012-06,PF,Desconto de cheques,1667.0,42.58,
2012-06,PF,Crédito rural,81931.0,6.16,
2012-06,PF,Financiamento imobiliário,221440.0,8.04,
2012-06,PF,Microcrédito,3009.0,14.12,
2012-06,PJ,Total,1180998.0,16.04,8.89
2012-06,PJ,Desconto de duplicatas e recebíveis,28240.0,28.24,
2012-06,PJ,Capital de giro,316335.0,16.8,
2012-06,PJ,Conta garantida,46363.0,38.42,
2012-06,PJ,Cheque especial,14523.0,159.02,
2012-06,PJ,Aquisição de veículos,20876.0,16.7,
2012-06,PJ,Vendor,4663.0,14.39,
2012-06,PJ,Compror,12692.0,14.68,
2012-06,PJ,Cartão de crédito rotativo,1081.0,234.61,
2012-06,PJ,Cartão de crédito parcelado,109.0,90.18,
2012-06,PJ,Adiantamento sobre contratos de câmbio (ACC),49490.0,3.4,
2012-06,PJ,Financiamento a importações,5326.0,7.75,
2012-06,PJ,Financiamento a exportações,56260.0,10.32,
2012-06,PJ,Repasse externo,11322.0,11.1,
2012-06,PJ,Crédito rural,43295.0,8.36,
2012-06,PJ,Financiamento imobiliário,38067.0,10.19,
2012-06,PJ,Financiamento com recursos do BNDES,407138.0,9.11,
2012-07,Total,Total,2192888.0,23.03,16.12
2012-07,PF,Total,1004184.0,30.71,23.63
2012-07,PF,Cheque especial,24044.0,126.2,
2012-07,PF,Crédito pessoal não consignado,86035.0,68.77,
2012-07,PF,Crédito pessoal consignado,178514.0,25.37,
2012-07,PF,Aquisição de veículos,187944.0,20.7,
2012-07,PF,Cartão de crédito rotativo,25295.0,295.2,
2012-07,PF,Cartão de crédito parcelado,9607.0,113.49,
2012-07,PF,Desconto de cheques,1621.0,44.41,
2012-07,PF,Crédito rural,79975.0,5.69,
2012-07,PF,Financiamento imobiliário,227332.0,8.0,
2012-07,PF,Microcrédito,3036.0,14.29,
2012-07,PJ,Total,1188704.0,15.7,8.94
2012-07,PJ,Desconto de duplicatas e recebíveis,26713.0,27.77,
2012-07,PJ,Capital de giro,316918.0,17.19,
2012-07,PJ,Conta garantida,46206.0,38.25,
2012-07,PJ,Cheque especial,14468.0,156.93,
2012-07,PJ,Aquisição de veículos,20902.0,16.69,
2012-07,PJ,Vendor,4561.0,13.8,
2012-07,PJ,Compror,12134.0,13.44,
2012-07,PJ,Cartão de crédito rotativo,1061.0,224.93,
2012-07,PJ,Cartão de crédito parcelado,111.0,77.03,
2012-07,PJ,Adiantamento sobre contratos de câmbio (ACC),50714.0,3.27,
2012-07,PJ,Financiamento a importações,5258.0,10.13,
2012-07,PJ,Financiamento a exportações,58394.0,9.81,
2012-07,PJ,Repasse externo,11470.0,11.32,
2012-07,PJ,Crédito rural,43224.0,7.39,
